Class_ID, Name, Sample_Num, Flag, Gender
n004663," ""Katlego_Mphela""",0, m,
n004664," ""Katon_W._De_Pena""",1, m,
n004665," ""Katri_Helena""",1, f,
n004666," ""Katrin_Göring-Eckardt""",1, f,
n004667," ""Katrin_Saß""",1, f,
n004668," ""Katrin_Zytomierska""",1, f,
n004669," ""Katsia_Damankova""",1, f,
n004670," ""Kausha_Rach""",1, f,
n004671," ""Kaveri_Jha""",1, f,
n004672," ""Kavya_Madhavan""",1, f,
n004673," ""Kawee_Tanjararak""",1, m,
n004674," ""Kay_Bailey_Hutchison""",1, f,
n004675," ""Kaya_Jones""",1, f,
n004676," ""Kaya_Yanar""",1, m,
n004677," ""Kayky_Brito""",1, m,
n004678," ""Kazimierz_Moskal""",0, m,
n004679," ""Kazimierz_Nycz""",0, m,
n004680," ""Kazue_Fukiishi""",1, f,
n004681," ""Kazunari_Ninomiya""",1, m,
n004682," ""Keb_Mo""",1, m,
n004683," ""Keegan-Michael_Key""",1, m,
n004684," ""Keerthi_Chawla""",1, f,
n004685," ""Kei_Kamara""",1, m,
n004686," ""Kei_Nishikori""",1, m,
n004687," ""Keiko_Kitagawa""",1, f,
n004688," ""Keisha_Buchanan""",1, f,
n004689," ""Keisha_Castle-Hughes""",1, f,
n004690," ""Keisuke_Honda""",1, m,
n004691," ""Keith_Jardine""",1, m,
n004692," ""Keith_Millen""",1, m,
n004693," ""Kelis""",1, f,
n004694," ""Kelli_McCarty""",1, f,
n004695," ""Kellie_Pickler""",1, f,
n004696," ""Kellie_Shirley""",1, f,
n004697," ""Kelly_Ayotte""",1, f,
n004698," ""Kelly_Blatz""",1, m,
n004699," ""Kelly_Choi""",1, f,
n004700," ""Kelly_Hu""",1, f,
n004701," ""Kelly_Misa""",1, f,
n004702," ""Kelly_Olynyk""",1, m,
n004703," ""Kelly_Ripa""",1, f,
n004704," ""Kelly_Rowland""",1, f,
n004705," ""Kelly_Stables""",1, f,
n004706," ""Kelsey_Chow""",1, f,
n004707," ""Kelsey-Beth_Crossley""",1, f,
n004708," ""Kemal_Derviş""",1, m,
n004709," ""Kemal_Kılıçdaroğlu""",0, m,
n004710," ""Kemal_Sunal""",1, m,
n004711," ""Ken_Clarke""",1, m,
n004712," ""Ken_Davitian""",0, m,
n004713," ""Ken_Duken""",1, m,
n004714," ""Ken_Livingstone""",1, m,
n004715," ""Ken_Loach""",1, m,
n004716," ""Ken_Norton_Jr.""",153,1, m
n004717," ""Ken_Whisenhunt""",1, m,
n004718," ""Kenan_İmirzalıoğlu""",1, m,
n004719," ""Kendrick_Perkins""",0, m,
n004720," ""Kenenisa_Bekele""",1, m,
n004721," ""Kenichi_Matsuyama""",1, m,
n004722," ""Kenneth_Faried""",1, m,
n004724," ""Kenny_Dalglish""",1, m,
n004725," ""Kent_Nagano""",1, m,
n004726," ""Kenwyne_Jones""",1, m,
n004727," ""Kenyon_Martin""",1, m,
n004728," ""Kerem_Tunçeri""",1, m,
n004729," ""Kerri_Kasem""",1, f,
n004730," ""Kerri-Anne_Kennerley""",1, f,
n004731," ""Kerron_Stewart""",1, m,
n004732," ""Kerry_Ellis""",1, f,
n004733," ""Kerry_Von_Erich""",1, m,
n004734," ""Kerstin_Garefrekes""",1, f,
n004735," ""Keshia_Knight_Pulliam""",1, f,
n004736," ""Ketil_Solvik-Olsen""",1, m,
n004737," ""Kevin_Costner""",1, m,
n004738," ""Kevin_Dillon""",0, m,
n004739," ""Kevin_Durand""",1, m,
n004740," ""Kevin_Durant""",1, m,
n004741," ""Kevin_Gates""",1, m,
n004742," ""Kevin_Großkreutz""",1, m,
n004743," ""Kevin_Jonas""",0, m,
n004744," ""Kevin_Kampl""",1, m,
n004745," ""Kevin_Kurányi""",1, m,
n004746," ""Kevin_Levrone""",1, m,
n004747," ""Kevin_Magnussen""",1, m,
n004748," ""Kevin_Mirallas""",1, m,
n004749," ""Kevin_Muscat""",1, m,
n004750," ""Kevin_Ollie""",1, m,
n004751," ""Kevin_Owens""",1, m,
n004752," ""Kevin_Painter""",1, m,
n004753," ""Kevin_Pietersen""",1, m,
n004754," ""Kevin_Prince""",1, m,
n004755," ""Kevin_Sinfield""",1, m,
n004756," ""Kevin_Sorbo""",0, m,
n004757," ""Kevin_Streelman""",1, m,
n004758," ""Kevin_Strootman""",1, m,
n004759," ""Kevin_Trapp""",1, m,
n004760," ""Kevin_Youkilis""",1, m,
n004761," ""Kevin_Zegers""",1, m,
n004762," ""Keyshia_Cole""",1, f,
n004763," ""Kgalema_Motlanthe""",1, m,
n004764," ""Khairy_Jamaluddin""",1, m,
n004765," ""Khaldoon_Al_Mubarak""",1, m,
n004766," ""Khalid_El-Amin""",1, m,
n004767," ""Khalifa_bin_Zayed_Al_Nahyan""",1, m,
n004768," ""Khalil_Fong""",1, m,
n004769," ""Khawaja_Saad_Rafique""",1, m,
n004770," ""Kherington_Payne""",1, f,
n004771," ""Khloé_Kardashian""",0, f,
n004772," ""Khotan_Fernández""",1, m,
n004773," ""Ki_Sung-yueng""",1, m,
n004774," ""Kieran_Foran""",1, m,
n004775," ""Kieren_Fallon""",1, m,
n004776," ""Kieza""",1, m,
n004777," ""Kiki_Bertens""",1, f,
n004778," ""Kiko_Casilla""",1, m,
n004779," ""Killer_Mike""",1, m,
n004780," ""Kim__Xuan""",1, f,
n004781," ""Kim_Cattrall""",1, f,
n004782," ""Kim_Clijsters""",1, f,
n004783," ""Kim_Dotcom""",1, m,
n004784," ""Kim_Gevaert""",1, f,
n004785," ""Kim_Ha-neul""",1, f,
n004786," ""Kim_Hyo-jin""",1, f,
n004787," ""Kim_Hyun-joo""",1, f,
n004788," ""Kim_Hyun-joong""",0, m,
n004790," ""Kim_Jae-wook""",1, m,
n004791," ""Kim_Jeong-hoon""",1, m,
n004792," ""Kim_Jong-dae""",1, m,
n004793," ""Kim_Jong-un""",0, m,
n004794," ""Kim_Jonghyun""",1, m,
n004796," ""Kim_Jung-hwa""",1, f,
n004797," ""Kim_Kang-woo""",1, m,
n004798," ""Kim_Ki-duk""",0, m,
n004799," ""Kim_Kulig""",1, f,
n004800," ""Kim_Kyu-jong""",1, m,
n004801," ""Kim_Kötter""",0, f,
n004802," ""Kim_Matula""",1, f,
n004804," ""Kim_Myung-min""",1, m,
n004805," ""Kim_Myung-soon""",1, m,
n004806," ""Kim_Ryeowook""",1, m,
n004807," ""Kim_Sa-rang""",1, f,
n004808," ""Kim_Seung-woo""",1, m,
n004809," ""Kim_Shi-hoo""",1, m,
n004810," ""Kim_So-yeon""",1, f,
n004812," ""Kim_Tae-hoi""",0, f,
n004813," ""Kim_Wilde""",0, f,
n004814," ""Kim_You-sung""",1, f,
n004816," ""Kim-Lian""",1, f,
n004817," ""Kimberlee_Green""",1, f,
n004818," ""Kimberley_Davies""",1, f,
n004819," ""Kimberley_Locke""",1, f,
n004820," ""Kimberley_Walsh""",1, f,
n004821," ""Kimberly_Caldwell""",1, f,
n004822," ""Kimberly_Guilfoyle""",1, f,
n004823," ""Kimberly_Schlapman""",1, f,
n004824," ""Kimbo_Slice""",1, m,
n004825," ""Kimi_Räikkönen""",1, m,
n004826," ""Kimora_Lee_Simmons""",0, f,
n004827," ""Kina_Malpartida""",1, f,
n004828," ""King_Kamali""",1, m,
n004829," ""King_Khan""",1, m,
n004830," ""Kinga_Preis""",1, f,
n004831," ""Kinga_Rusin""",1, f,
n004832," ""Kingone_Wang""",1, m,
n004833," ""Kinky_Friedman""",1, m,
n004834," ""Kinshuk_Mahajan""",1, m,
n004835," ""Kiowa_Gordon""",1, m,
n004836," ""Kipton_Cronkite""",1, m,
n004837," ""Kiran_Chetry""",1, f,
n004838," ""Kiran_Mazumdar-Shaw""",1, f,
n004839," ""Kiran_Rathod""",1, f,
n004840," ""Kirk_Acevedo""",1, m,
n004841," ""Kirk_Franklin""",1, m,
n004842," ""Kirk_Hinrich""",1, m,
n004843," ""Kirron_Kher""",1, f,
n004844," ""Kirsten_Dunst""",1, f,
n004845," ""Kirsten_Prout""",1, f,
n004846," ""Kirstie_Allsopp""",1, f,
n004847," ""Kirsty_Gallacher""",1, f,
n004848," ""Kirsty_Hume""",1, f,
n004849," ""Kissie""",1, f,
n004850," ""Klaas_Heufer-Umlauf""",0, m,
n004851," ""Klaas-Jan_Huntelaar""",1, m,
n004852," ""Klara_Koukalova""",1, f,
n004853," ""Klaus_Kleinfeld""",1, m,
n004854," ""Klaus_Töpfer""",1, m,
n004855," ""Klaus_Wowereit""",1, m,
n004856," ""Kledi_Kadiu""",1, m,
n004857," ""Kliff_Kingsbury""",1, m,
n004858," ""Klára_Issová""",1, f,
n004859," ""Knut_Arild_Hareide""",1, m,
n004860," ""Ko_Eun-ah""",1, f,
n004861," ""Kobe_Bryant""",1, m,
n004862," ""Koel_Mallick""",1, f,
n004863," ""Koen_Verweij""",1, f,
n004864," ""Koharu_Kusumi""",1, f,
n004865," ""Koit_Toome""",1, m,
n004866," ""Koke""",1, m,
n004867," ""Kolbeinn_Sigþórsson""",1, m,
n004868," ""Kolinda_Grabar-Kitarović""",1, f,
n004869," ""Koncz_Zsuzsa""",1, f,
n004870," ""Koni_Lui""",1, f,
n004871," ""Konnie_Huq""",1, f,
n004872," ""Konstantin_Wecker""",1, m,
n004873," ""Konstantinos_Mitroglou""",1, m,
n004874," ""Koo_Ja-Cheol""",1, m,
n004875," ""Kosovare_Asllani""",1, f,
n004876," ""Kostas_Martakis""",1, m,
n004877," ""Kou_Shibasaki""",1, f,
n004878," ""Kourtney_Kardashian""",1, f,
n004879," ""Kratika_Sengar""",1, f,
n004880," ""Kris_Allen""",1, m,
n004881," ""Kris_Aquino""",1, f,
n004882," ""Kris_Commons""",1, m,
n004883," ""Kris_Dim""",1, m,
n004884," ""Kris_Humphries""",1, m,
n004885," ""Kris_Kristofferson""",0, m,
n004886," ""Kris_Lemche""",1, m,
n004887," ""Kris_Letang""",1, m,
n004888," ""Kris_Peeters""",1, m,
n004889," ""Krisdayanti""",1, f,
n004890," ""Krista_Kosonen""",1, f,
n004891," ""Krista_Lahteenmaki""",0, f,
n004892," ""Krista_Voda""",1, f,
n004893," ""Kristanna_Loken""",1, f,
n004894," ""Kristen_Alderson""",1, f,
n004895," ""Kristen_Dalton""",1, f,
n004896," ""Kristen_Renton""",1, f,
n004897," ""Krister_Henriksson""",1, m,
n004898," ""Kristian_Luuk""",0, m,
n004899," ""Kristiina_Ojuland""",1, f,
n004900," ""Kristin_Bauer_van_Straten""",1, f,
n004901," ""Kristin_Cavallari""",1, f,
n004902," ""Kristin_Davis""",1, f,
n004903," ""Kristin_Kaspersen""",1, f,
n004904," ""Kristin_Kreuk""",1, f,
n004905," ""Kristin_Scott_Thomas""",0, f,
n004906," ""Kristina_Keneally""",1, f,
n004907," ""Kristina_Mladenovic""",1, f,
n004908," ""Kristina_Schröder""",1, f,
n004909," ""Kristinia_DeBarge""",1, f,
n004910," ""Kristoffer_Polaha""",1, m,
n004911," ""Kristy_McNichol""",0, m,
n004912," ""Kristýna_Leichtová""",1, f,
n004913," ""Krysten_Ritter""",1, f,
n004914," ""Krystle_Lina""",1, f,
n004915," ""Krzysztof_Cugowski""",0, m,
n004916," ""Krzysztof_Hołowczyc""",1, m,
n004917," ""Krzysztof_Ignaczak""",1, m,
n004918," ""Krzysztof_Mączyński""",1, m,
n004919," ""Krzysztof_Rutkowski""",1, m,
n004921," ""Ksenia_Pervak""",1, f,
n004922," ""Ksenia_Sukhinova""",1, f,
n004923," ""Ksenija_Pajčin""",1, f,
n004924," ""Kseniya_Sobchak""",1, f,
n004925," ""Kubrat_Pulev""",0, m,
n004926," ""Kulraj_Randhawa""",1, f,
n004927," ""Kumar_Sangakkara""",1, m,
n004928," ""Kumi_Koda""",1, f,
n004929," ""Kunal_Khemu""",1, m,
n004930," ""Kurara_Chibana""",1, f,
n004931," ""Kurt_Asle_Arvesen""",1, m,
n004932," ""Kurt_Elling""",1, m,
n004933," ""Kurtley_Beale""",1, m,
n004934," ""Kurtwood_Smith""",1, m,
n004935," ""Kwon_Sang-woo""",1, m,
n004936," ""Kwon_Yuri""",1, f,
n004937," ""Ky-Mani_Marley""",1, m,
n004938," ""Kyla_Pratt""",1, f,
n004939," ""Kyle_Beckerman""",1, m,
n004940," ""Kyle_Chandler""",1, m,
n004941," ""Kyle_Eastwood""",1, m,
n004942," ""Kyle_Korver""",1, m,
n004943," ""Kyle_Lowder""",1, m,
n004944," ""Kyle_Lowry""",1, m,
n004945," ""Kyle_Schmid""",0, m,
n004946," ""Kyle_Turris""",1, m,
n004947," ""Kyle_Walker""",1, m,
n004948," ""Kyousuke_Hamao""",1, m,
n004949," ""Kyra_Sedgwick""",1, f,
n004950," ""Kyriakos_Papadopoulos""",1, m,
n004951," ""Kıvanç_Tatlıtuğ""",1, m,
n004952," ""L.A._Reid""",1, m,
n004953," ""LWren_Scott""",1, f,
n004954," ""La_Fouine""",1, m,
n004955," ""La_Grande_Sophie""",1, f,
n004956," ""La_Mona_Jiménez""",1, m,
n004957," ""La_Toya_Jackson""",1, f,
n004958," ""LaKisha_Jones""",1, f,
n004959," ""LaMarcus_Aldridge""",1, m,
n004960," ""LaShawn_Merritt""",1, m,
n004961," ""Lacey_Schwimmer""",1, f,
n004962," ""Lachlan_Buchanan""",1, m,
n004963," ""Lady_Bunny""",1, f,
n004964," ""Lady_Isabella_Hervey""",1, f,
n004965," ""Lady_Victoria_Hervey""",1, f,
n004966," ""Lajon_Witherspoon""",1, m,
n004967," ""Lake_Bell""",1, f,
n004968," ""Lakhdar_Brahimi""",1, m,
n004969," ""Lakshmi_Gopalaswamy""",1, f,
n004970," ""Lakshmi_Menon""",1, f,
n004971," ""Lalah_Hathaway""",1, f,
n004972," ""Lali_Espósito""",1, f,
n004973," ""Lalu_Prasad_Yadav""",1, m,
n004974," ""Lam_Trường""",1, m,
n004975," ""Lamar_Alexander""",1, m,
n004976," ""Lamar_Odom""",1, m,
n004977," ""Lambert_Wilson""",1, m,
n004978," ""Lana_Jurčević""",1, f,
n004979," ""Lana_Parrilla""",1, f,
n004980," ""Lance_Franklin""",1, m,
n004981," ""Lance_Reddick""",1, m,
n004982," ""Lane_Garrison""",1, m,
n004983," ""Lansana_Kouyaté""",1, m,
n004984," ""Lapo_Elkann""",1, m,
n004985," ""Lara_Arruabarrena""",1, m,
n004986," ""Lara_Dickenmann""",1, f,
n004987," ""Lara_Fabian""",1, f,
n004988," ""Lara_Flynn_Boyle""",1, f,
n004989," ""Lara_Gut""",1, f,
n004990," ""Larenz_Tate""",1, m,
n004991," ""Larisa_Dolina""",1, m,
n004992," ""Larissa_Marolt""",1, f,
n004993," ""Larry_Birkhead""",1, m,
n004994," ""Larry_David""",1, m,
n004995," ""Larry_Holmes""",1, m,
n004996," ""Larry_the_Cable_Guy""",1, m,
n004997," ""Lars_Eidinger""",1, m,
n004998," ""Lars_Løkke_Rasmussen""",1, m,
n004999," ""Lars_Ricken""",0, m,
n005000," ""Lars_Riedel""",1, m,
n005001," ""Lasith_Malinga""",1, m,
n005002," ""Laura_Bertram""",1, f,
n005003," ""Laura_Chiatti""",1, f,
n005004," ""Laura_Codruța_Kövesi""",1, f,
n005005," ""Laura_Cosoi""",1, f,
n005006," ""Laura_Croft""",1, f,
n005007," ""Laura_Harring""",1, f,
n005008," ""Laura_Kirkpatrick""",1, f,
n005009," ""Laura_Linney""",1, f,
n005010," ""Laura_Osnes""",1, f,
n005011," ""Laura_Robson""",1, f,
n005012," ""Laura_Smet""",1, f,
n005013," ""Laura_Tobin""",1, f,
n005014," ""Laura_Vandervoort""",1, f,
n005015," ""Laura_Whitmore""",1, f,
n005016," ""Laure_Manaudou""",1, f,
n005017," ""Lauren_Bush""",1, f,
n005018," ""Lauren_Conrad""",1, f,
n005019," ""Lauren_Gottlieb""",1, f,
n005020," ""Lauren_Holly""",1, f,
n005021," ""Lauren_Koslow""",1, f,
n005022," ""Lauren_Pope""",1, f,
n005023," ""Lauren_Santo_Domingo""",1, f,
n005024," ""Lauren_Vélez""",1, f,
n005025," ""Lauren_Young""",1, f,
n005026," ""Laurence_Fishburne""",1, m,
n005027," ""Laurence_Fox""",1, m,
n005028," ""Laurence_Leboeuf""",1, f,
n005029," ""Laurence_Llewelyn-Bowen""",1, m,
n005030," ""Laurence_Parisot""",1, m,
n005031," ""Laurent_Blanc""",1, m,
n005032," ""Laurent_Ciman""",1, m,
n005033," ""Laurent_Delahousse""",1, m,
n005034," ""Laurent_Gerra""",1, m,
n005035," ""Laurent_Jalabert""",1, m,
n005036," ""Laurent_Koscielny""",1, m,
n005037," ""Laurent_Ruquier""",1, m,
n005038," ""Laurent_Wauquiez""",1, m,
n005039," ""Laurie_Anderson""",1, f,
n005040," ""Laurie_David""",1, f,
n005041," ""Laurie_Dhue""",1, f,
n005042," ""Lauris_Reiniks""",1, m,
n005043," ""Laury_Thilleman""",1, f,
n005044," ""Lavinia_Longhi""",1, f,
n005045," ""Lavínia_Vlasak""",1, f,
n005046," ""Lawrence_Bender""",1, m,
n005047," ""Lawrence_Gonzi""",1, m,
n005048," ""Lawrence_Lessig""",1, m,
n005050," ""Layne_Staley""",1, m,
n005051," ""Lazaro_Hernandez""",1, m,
n005052," ""Laár_András""",1, m,
n005053," ""LeAnn_Rimes""",1, f,
n005054," ""LeBron_James""",1, m,
n005055," ""Lea_DeLaria""",1, m,
n005056," ""Leah_Remini""",1, f,
n005057," ""Leander_Paes""",1, m,
n005058," ""Leandro_Damião""",1, m,
n005059," ""Leanne_Wood""",1, f,
n005060," ""Lee_Ann_Womack""",1, f,
n005061," ""Lee_Brice""",1, m,
n005062," ""Lee_Cattermole""",1, m,
n005063," ""Lee_Chae-young""",1, f,
n005064," ""Lee_Chung-yong""",1, m,
n005065," ""Lee_DeWyze""",1, m,
n005066," ""Lee_Dong-gun""",1, m,
n005067," ""Lee_Ha-nui""",1, f,
n005069," ""Lee_Ji-ah""",1, f,
n005070," ""Lee_Joon-gi""",1, m,
n005071," ""Lee_Jung-jae""",1, m,
n005072," ""Lee_Jung-jin""",1, m,
n005073," ""Lee_Jong-suk""",0, m,
n005074," ""Lee_McCulloch""",1, m,
n005075," ""Lee_Mead""",1, m,
n005076," ""Lee_Mi-sook""",1, f,
n005077," ""Lee_Min-jung""",1, f,
n005078," ""Lee_Myung-bak""",1, m,
n005079," ""Lee_Sang-Woo""",1, m,
n005080," ""Lee_Sun-yeol""",1, m,
n005081," ""Lee_Westwood""",1, m,
n005082," ""Lee_Yeon-hee""",1, f,
n005083," ""Lee_Yo-won""",1, f,
n005084," ""Lee_Yong-dae""",1, m,
n005085," ""Lee_Yoon-ji""",1, f,
n005086," ""Lee_Young-ae""",1, f,
n005087," ""Leeann_Tweeden""",1, f,
n005088," ""Leena_Chandavarkar""",0, f,
n005089," ""Leeteuk""",1, m,
n005090," ""Leeza_Gibbons""",1, f,
n005091," ""Leif_Ove_Andsnes""",1, m,
n005092," ""Leigh_Griffiths""",1, m,
n005093," ""Leigh-Allyn_Baker""",1, f,
n005094," ""Leighton_Baines""",1, m,
n005095," ""Leila_Lopes""",1, f,
n005096," ""Leisha_Hailey""",1, f,
n005097," ""Lekha_Washington""",1, f,
n005098," ""Lela_Rochon""",1, f,
n005099," ""Lemmy""",1, m,
n005100," ""Len_McCluskey""",1, m,
n005101," ""Len_Wiseman""",0, m,
n005102," ""Lena_Adelsohn_Liljeroth""",1, f,
n005103," ""Lena_Meyer-Landrut""",1, f,
n005104," ""Lena_Olin""",0, f,
n005105," ""Lenda_Murray""",1, f,
n005106," ""Lene_Espersen""",1, f,
n005107," ""Lene_Marlin""",1, f,
n005108," ""Lene_Mykjåland""",1, f,
n005109," ""Lenka_Dusilová""",1, m,
n005110," ""Lennox_Lewis""",1, m,
n005111," ""Lenny_Hayes""",1, m,
n005112," ""Lenny_Henry""",0, m,
n005113," ""Leo_Komarov""",1, m,
n005114," ""Leo_Sayer""",0, m,
n005115," ""Leo_Varadkar""",1, m,
n005116," ""Leon_Lai""",1, m,
n005117," ""Leon_Osman""",1, m,
n005118," ""Leona_Aglukkaq""",1, f,
n005119," ""Leona_Cavalli""",1, f,
n005120," ""Leonard_Cohen""",0, m,
n005121," ""Leonard_Doroftei""",1, m,
n005122," ""Leonard_Lansink""",0, m,
n005123," ""Leonardo_DiCaprio""",0, m,
n005124," ""Leonardo_Sbaraglia""",1, m,
n005125," ""Leonor_Princess_of_Asturias""",650,1, f
n005126," ""Leonora_Balcarce""",1, f,
n005127," ""Leonora_Jakupi""",1, f,
n005128," ""Leontien_van_Moorsel""",1, f,
n005129," ""Leoš_Mareš""",1, m,
n005130," ""Les_Dennis""",1, m,
n005131," ""Les_Ferdinand""",1, m,
n005132," ""Les_Miles""",1, m,
n005133," ""Lesley_Garrett""",1, f,
n005134," ""Lesli_Kay""",1, f,
n005135," ""Leslie_Mandoki""",0, m,
n005136," ""Leslie_Moonves""",0, m,
n005137," ""Lesly_Masson""",0, f,
n005138," ""Leszek_Balcerowicz""",1, m,
n005139," ""Leszek_Lichota""",1, m,
n005140," ""Leticia_Van_de_Putte""",1, f,
n005141," ""Letícia_Birkheuer""",1, f,
n005142," ""Letícia_Sabatella""",1, f,
n005143," ""Levan_Kenia""",1, m,
n005144," ""Levan_Kobiashvili""",1, m,
n005145," ""Levona_Lewis""",0, f,
n005146," ""Lewis_Black""",1, m,
n005147," ""Lewis_Holtby""",1, m,
n005148," ""Lewis_Jetta""",0, m,
n005149," ""Lewis_Moody""",1, m,
n005150," ""Lexa_Doig""",1, f,
n005151," ""Lexi_Ainsworth""",1, f,
n005152," ""Leymah_Gbowee""",1, f,
n005153," ""Leïla_Bekhti""",1, f,
n005157," ""Li_Xiaoxia""",0, f,
n005158," ""Liam_McIntyre""",1, m,
n005159," ""Liam_Neeson""",0, m,
n005160," ""Liana_Mendoza""",1, f,
n005161," ""Liane_Foly""",1, f,
n005162," ""Lidia_Kopania""",1, f,
n005163," ""Lien_Van_De_Kelder""",1, f,
n005164," ""Liev_Schreiber""",1, m,
n005165," ""Ligia_Petit""",1, f,
n005166," ""Lil_Flip""",1, m,
n005167," ""Lil_Kim""",1, f,
n005168," ""Lili_Estefan""",1, f,
n005169," ""Lilia_Kopylova""",1, f,
n005170," ""Lilian_Garcia""",1, f,
n005171," ""Lilian_Thuram""",1, m,
n005172," ""Lillete_Dubey""",1, f,
n005173," ""Lilli_Gruber""",1, f,
n005174," ""Lilli_Schwarzkopf""",1, f,
n005175," ""Lily_Aldridge""",1, f,
n005176," ""Lily_Donaldson""",1, f,
n005177," ""Lim_Guan_Eng""",1, m,
n005178," ""Lim_Kit_Siang""",1, m,
n005179," ""Lin_Dan""",0, m,
n005180," ""Linda_Evangelista""",1, m,
n005181," ""Linda_Hogan""",0, f,
n005182," ""Linda_Lindorff""",1, f,
n005183," ""Linda_Sembrant""",1, f,
n005184," ""Linda_Sundblad""",1, f,
n005185," ""Lindiwe_Mazibuko""",1, f,
n005186," ""Lindsay_Pulsipher""",1, f,
n005187," ""Lindsay_Whalen""",1, f,
n005188," ""Lindsey_Buckingham""",0, m,
n005189," ""Lindsey_McKeon""",1, f,
n005190," ""Lindsey_Shaw""",1, f,
n005191," ""Lindsey_Wixson""",1, f,
n005192," ""Line_Verndal""",1, f,
n005193," ""Lino_Červar""",1, m,
n005194," ""Linsey_Godfrey""",1, f,
n005195," ""Linus_Gerdemann""",1, m,
n005196," ""Linus_Roache""",1, m,
n005197," ""Lionel_Jospin""",1, m,
n005198," ""Lisa_Ann_Walter""",1, f,
n005199," ""Lisa_Fitz""",1, f,
n005200," ""Lisa_Foiles""",1, f,
n005201," ""Lisa_Hanna""",1, f,
n005202," ""Lisa_Lampanelli""",1, f,
n005203," ""Lisa_Leslie""",1, f,
n005204," ""Lisa_Ling""",1, f,
n005205," ""Lisa_LoCicero""",1, f,
n005206," ""Lisa_Marie_Presley""",1, f,
n005207," ""Lisa_Maxwell""",1, f,
n005208," ""Lisa_Murkowski""",1, f,
n005209," ""Lisa_Opie""",1, f,
n005210," ""Lisa_Origliasso""",1, f,
n005211," ""Lisa_Raitt""",1, f,
n005212," ""Lisa_Stansfield""",1, f,
n005213," ""Lisalla_Montenegro""",1, f,
n005214," ""Little_Freddie_King""",1, m,
n005215," ""Litzy""",1, f,
n005216," ""Liu_Yan""",1, f,
n005217," ""Liv_Boeree""",1, f,
n005218," ""Liv_Kristine""",1, f,
n005219," ""Liv_Tyler""",1, f,
n005220," ""Livinia_Nixon""",1, f,
n005221," ""Liviu_Dragnea""",1, m,
n005222," ""Liz_Fuller""",1, f,
n005223," ""Liz_Goldwyn""",1, f,
n005224," ""Liz_Phair""",1, f,
n005225," ""Liza_Huber""",0, f,
n005226," ""Liza_Minnelli""",0, f,
n005227," ""Lleyton_Hewitt""",1, m,
n005228," ""Lluís_Homar""",1, m,
n005229," ""Lluís_Llach""",1, m,
n005230," ""Logan_Browning""",1, f,
n005231," ""Lola_Herrera""",1, f,
n005232," ""Lola_Marceli""",1, f,
n005233," ""Lolita_Davidovich""",0, f,
n005234," ""Loni_Love""",1, f,
n005235," ""Lonneke_Engel""",1, f,
n005236," ""Loredana_Bertè""",1, f,
n005237," ""Loredana_Errore""",1, f,
n005238," ""Loredana_Lecciso""",1, f,
n005239," ""Lorella_Cuccarini""",1, f,
n005240," ""Loren_Legarda""",1, f,
n005241," ""Lorenzo_Borghese""",1, m,
n005242," ""Lorenzo_Insigne""",1, m,
n005243," ""Lorenzo_Silva""",1, m,
n005244," ""Loretta_Goggi""",1, f,
n005245," ""Lorik_Cana""",1, m,
n005246," ""Lorna_Fitzgerald""",1, f,
n005247," ""Lorna_Tolentino""",1, f,
n005248," ""Lorne_Michaels""",1, m,
n005249," ""Lorraine_Kelly""",1, f,
n005250," ""Lorraine_Pascale""",1, f,
n005251," ""Lorraine_Toussaint""",1, f,
n005252," ""Lorrie_Morgan""",1, f,
n005253," ""Lotta_Engberg""",1, f,
n005254," ""Lotta_Schelin""",1, f,
n005255," ""Lou_Dobbs""",1, m,
n005256," ""Lou_Holtz""",1, m,
n005257," ""Lou_Lamoriello""",1, m,
n005258," ""Lou_Lesage""",1, f,
n005259," ""Louie_Anderson""",1, m,
n005260," ""Louie_Gohmert""",1, m,
n005261," ""Louie_McCarthy-Scarsbrook""",1, m,
n005262," ""Louie_Spence""",1, m,
n005263," ""Louis_Gallois""",1, m,
n005264," ""Louis_Garrel""",1, m,
n005265," ""Louis_Gossett_Jr.""",1, m,
n005266," ""Louis_Koo""",1, m,
n005267," ""Louis_Saha""",1, m,
n005268," ""Louis_Van_Amstel""",1, m,
n005269," ""Louis_Walsh""",1, m,
n005270," ""Louis_van_Gaal""",1, m,
n005271," ""Louis-José_Houde""",1, m,
n005272," ""Louisa_Krause""",1, f,
n005273," ""Louise_Glover""",1, f,
n005274," ""Louise_Hoffsten""",1, f,
n005275," ""Louise_Minchin""",1, f,
n005276," ""Louise_Monot""",1, f,
n005277," ""Louise_Redknapp""",1, f,
n005278," ""Lovasi_András""",1, m,
n005279," ""Lovi_Poe""",1, f,
n005280," ""Low_Ki""",0, m,
n005281," ""Loïck_Peyron""",1, m,
n005282," ""Lu_Parker""",0, f,
n005283," ""LuAnn_de_Lesseps""",1, f,
n005284," ""Luana_Piovani""",1, f,
n005285," ""Lubomír_Zaorálek""",1, m,
n005286," ""Luc_Alphand""",1, m,
n005287," ""Luc_Chatel""",1, m,
n005288," ""Luc_Ferry""",1, m,
n005289," ""Luc_Robitaille""",1, m,
n005290," ""Luca_Argentero""",1, m,
n005291," ""Luca_Calvani""",1, m,
n005292," ""Luca_Cordero_di_Montezemolo""",1, m,
n005293," ""Luca_Marin""",1, m,
n005294," ""Luca_Parmitano""",0, m,
